dms_orig,dms_dest,fr_inmode,dms_mode,fr_outmode,sctg2,trade_type,dist_band,value_2017,tons_2017,tmiles_2017
11,11,,1,,4,1,1,147.098129,237.568161,11.739948
11,19,,1,,4,1,2,9.939437,97.638931,11.337305
11,19,,5,,4,1,2,0.000134,0.000458,6.1e-05
11,129,,1,,4,1,3,0.359201,1.584732,0.457558
11,131,,1,,4,1,2,0.421882,7.066313,1.222862
11,139,,1,,4,1,2,0.633004,5.404082,1.311405
11,201,,1,,4,1,4,8.00529,74.992928,55.103551
11,280,,1,,4,1,2,0.057025,1.335402,0.277375
11,311,,1,,4,1,5,7.001809,65.002258,59.863265
11,379,,1,,4,1,3,0.083127,1.950001,0.792221
11,472,,1,,4,1,2,0.035542,0.008021,0.001501
11,479,,1,,4,1,2,0.03132,0.734705,0.148441
11,489,,1,,4,1,4,7.679217,2.037259,1.283802
12,12,,1,,4,1,1,57.608299,29.544077,0.754763
12,19,,1,,4,1,2,69.620026,23.024099,4.139746
12,19,,5,,4,1,3,0.037671,0.00156,0.000428
12,129,,1,,4,1,2,57.074608,20.551182,3.184283
12,129,,5,,4,1,3,2.702722,0.107948,0.040617
12,223,,1,,4,1,2,0.228459,0.324506,0.053638
12,229,,1,,4,1,3,0.557079,0.791283,0.227574
12,280,,1,,4,1,2,5.434039,8.179521,1.416638
12,519,,1,,4,1,4,0.609328,0.020722,0.015145
19,11,,1,,4,1,2,61.638813,153.429413,16.939461
19,11,,5,,4,1,2,2.435384,5.608784,0.702013
19,12,,1,,4,1,2,6.669798,29.99968,6.854488
19,19,,1,,4,1,2,402.152344,1941.991943,220.668704
19,19,,5,,4,1,2,1.998136,0.090558,0.012125
19,41,,1,,4,1,7,3.999756,2.000235,3.406602
19,50,,1,,4,1,3,22.997948,17.991224,6.915583
19,50,,5,,4,1,4,0.0001,5e-05,3.3e-05
19,61,,1,,4,1,8,14.556187,10.999076,22.387091
19,61,,5,,4,1,8,1.939477,0.081796,0.190471
19,62,,1,,4,1,8,0.602343,0.072906,0.173548
19,64,,1,,4,1,8,12.996945,9.001325,20.973863
19,69,,1,,4,1,8,0.999837,0.998552,2.044452
19,69,,5,,4,1,8,0.000288,5e-05,0.000133
19,89,,1,,4,1,6,0.0001,5e-05,6.3e-05
19,121,,1,,4,1,3,6.995199,4.999559,1.685347
19,122,,1,,4,1,4,7.994027,7.979543,4.870907
19,123,,1,,4,1,3,4.00036,3.997028,1.659554
19,123,,5,,4,1,4,0.900376,0.032207,0.018692
19,124,,1,,4,1,3,20.001007,14.992926,6.33807
19,124,,5,,4,1,4,5.73084,0.182413,0.121565
19,129,,1,,4,1,2,63.645512,169.906769,31.981711
19,129,,5,,4,1,3,0.999545,0.045279,0.021217
19,131,,1,,4,1,2,132.529572,114.189865,20.89404
19,131,,5,,4,1,2,0.0001,0.000543,0.000135
19,139,,1,,4,1,2,35.167316,67.989555,13.25994
19,139,,5,,4,1,3,0.999588,0.045285,0.012853
19,160,,1,,4,1,7,2.999022,0.998612,1.869952
19,171,,1,,4,1,4,17.997593,13.976101,9.257933
19,171,,5,,4,1,5,0.994957,0.041106,0.03343
