dms_orig,dms_dest,fr_inmode,dms_mode,fr_outmode,sctg2,trade_type,dist_band,value_2017,tons_2017,tmiles_2017
19,121,,1,,5,1,3,86.989334,31.986692,11.716742
19,122,,1,,5,1,4,252.653244,78.785408,54.800778
19,123,,1,,5,1,3,85.980247,37.959946,17.360858
19,124,,1,,5,1,3,25.007038,11.997069,5.630339
19,129,,1,,5,1,3,130.062088,37.918217,9.946468
19,131,,1,,5,1,2,577.64801,265.296204,48.846964
19,132,,1,,5,1,3,143.014603,94.020348,32.729267
19,139,,1,,5,1,2,214.208542,81.534569,16.656258
19,159,,5,,5,1,8,0.230671,0.458057,2.731795
19,160,,1,,5,1,8,9.076125,0.75241,1.571369
19,171,,1,,5,1,4,235.989212,92.856812,67.347895
19,179,,1,,5,1,4,8.99856,0.999694,0.551957
19,182,,1,,5,1,4,8.998912,4.000319,2.059178
19,183,,1,,5,1,4,0.286126,0.080185,0.052172
19,189,,1,,5,1,3,10.997703,19.003407,9.106189
19,190,,1,,5,1,5,38.99437,48.005455,43.598098
19,201,,1,,5,1,5,29.000231,8.996062,7.128627
19,209,,1,,5,1,5,0.397737,0.072955,0.070067
19,211,,1,,5,1,3,33.986607,6.993295,3.33817
19,212,,1,,5,1,3,10.008917,3.002434,1.110959
19,219,,1,,5,1,3,8.265695,3.026367,1.010496
19,221,,1,,5,1,3,1.505162,0.217351,0.091931
19,223,,1,,5,1,3,62.950138,27.981745,10.357729
19,229,,1,,5,1,3,9.014202,4.998552,2.263583
19,230,,1,,5,1,6,0.084452,0.005796,0.008459
19,241,,1,,5,1,5,41.963573,9.984313,8.130432
19,242,,1,,5,1,5,23.927475,11.990665,9.349845
19,249,,1,,5,1,5,14.000203,9.027269,7.54339
19,251,,1,,5,1,6,27.989704,8.997294,11.54671
19,259,,1,,5,1,6,1.331291,0.169602,0.209746
19,261,,1,,5,1,5,51.996288,25.998203,20.303496
19,262,,1,,5,1,5,7.993533,2.999262,2.375621
19,271,,1,,5,1,6,24.001175,29.002556,32.448539
19,279,,1,,5,1,6,4.999403,0.999556,1.205806
19,280,,1,,5,1,2,181.682083,81.321465,19.491961
19,291,,1,,5,1,5,28.997103,8.99704,7.051506
19,292,,1,,5,1,4,7.996323,3.005687,1.59663
19,299,,1,,5,1,4,76.993652,51.095364,28.612145
19,311,,1,,5,1,5,2.798548,1.416271,1.376145
19,319,,1,,5,1,6,8.995247,1.992799,2.186819
19,321,,1,,5,1,7,6.004742,2.009033,3.840849
19,331,,1,,5,1,6,19.383678,6.431779,8.410578
19,341,,1,,5,1,5,107.966492,86.965416,85.258173
19,342,,1,,5,1,5,9.995006,4.993939,4.640918
19,350,,1,,5,1,6,1.019158,0.192014,0.254439
19,361,,1,,5,1,6,1.564887,0.59893,0.681773
19,362,,1,,5,1,5,18.967558,5.007403,4.736904
19,363,,1,,5,1,6,38.916775,19.991602,20.423677
19,364,,1,,5,1,6,1.995851,2.945835,3.031561
19,369,,1,,5,1,6,8.99721,1.999133,2.140652
19,371,,1,,5,1,3,63.982342,16.002909,6.957513
19,372,,1,,5,1,4,5.998112,1.99979,1.009235
19,373,,1,,5,1,4,6.002183,2.999504,1.735484
19,379,,1,,5,1,3,57.97459,17.999004,8.686457
19,391,,1,,5,1,4,30.94364,40.992409,20.808714
19,392,,1,,5,1,4,8.984285,4.000627,2.984064
19,393,,1,,5,1,4,7.998752,1.99944,1.239616
19,394,,1,,5,1,4,14.994748,5.99916,3.419
19,399,,1,,5,1,4,0.0001,5e-05,3.3e-05
19,401,,1,,5,1,5,13.014404,2.999776,2.317279
19,402,,1,,5,1,4,0.164392,0.005366,0.003732
19,409,,1,,5,1,5,38.031307,28.0082,21.963898
19,411,,1,,5,1,8,30.025309,10.982758,28.5026
19,421,,1,,5,1,5,3.993729,0.999141,0.915028
19,422,,1,,5,1,5,5.9979,3.000504,2.35626
19,423,,1,,5,1,5,0.99959,1.000417,0.927181
19,429,,1,,5,1,5,26.990332,5.994696,5.193232
