dms_orig,dms_dest,fr_inmode,dms_mode,fr_outmode,sctg2,trade_type,dist_band,value_2017,tons_2017,tmiles_2017
61,423,,1,,3,1,8,12.005035,3.001418,8.310118
61,429,,1,,3,1,8,149.039246,24.028893,63.30608
61,429,,5,,3,1,8,20.014965,0.124096,0.358429
61,452,,1,,3,1,8,0.007256,0.096554,0.226228
61,452,,5,,3,1,8,3.311584,0.114566,0.302922
61,459,,1,,3,1,8,29.996284,7.012461,17.055675
61,459,,5,,3,1,8,0.000141,0.000414,0.00117
61,471,,1,,3,1,7,8.993568,0.103789,0.188817
61,471,,5,,3,1,8,0.019779,0.000305,0.00062
61,472,,1,,3,1,8,6.00092,1.99291,4.038623
61,473,,5,,3,1,8,0.071291,0.000668,0.001621
61,479,,1,,3,1,8,5.396712,0.066958,0.136994
61,481,,1,,3,1,6,12.003814,4.015781,5.575299
61,484,,1,,3,1,6,98.024445,62.103752,88.758314
61,484,,5,,3,1,6,0.976089,0.005317,0.007949
61,486,,1,,3,1,7,265.11087,63.133507,97.086831
61,486,,5,,3,1,7,2.951743,0.01411,0.023172
61,488,,1,,3,1,6,25.993431,5.013071,6.758574
61,489,,1,,3,1,6,87.986992,60.124065,79.701756
61,489,,5,,3,1,6,0.003273,0.047322,0.068302
61,491,,1,,3,1,4,322.96402,131.122665,90.062518
61,499,,1,,3,1,4,0.021582,0.031984,0.019358
61,512,,1,,3,1,8,0.880573,0.434529,1.170623
61,513,,1,,3,1,8,9.99695,3.995887,10.553014
61,519,,1,,3,1,8,25.911333,2.946413,7.410974
61,519,,5,,3,1,8,0.847667,0.004683,0.013737
61,531,,1,,3,1,6,140.007645,60.388218,70.328489
61,531,,5,,3,1,6,28.010118,0.125373,0.175857
61,532,,1,,3,1,6,0.001401,0.000182,0.000185
61,539,,1,,3,1,6,48.010693,7.001542,8.509864
61,551,,1,,3,1,8,53.01376,17.037752,35.366119
61,559,,1,,3,1,8,6.001056,2.005309,4.141104
61,559,,5,,3,1,8,0.000163,0.000445,0.001052
61,560,,1,,3,1,6,22.047968,8.014443,8.614489
62,11,,1,,3,1,8,176.35112,29.782116,71.162823
62,19,,1,,3,1,8,7.046311,1.425132,3.435128
62,20,,5,,3,1,8,0.924917,0.139432,0.344855
62,41,,1,,3,1,5,6.099995,0.253058,0.197565
62,49,,1,,3,1,5,0.00184,0.00011,8.9e-05
62,49,,5,,3,1,5,3.4515,0.137553,0.118611
62,61,,1,,3,1,3,296.902069,65.734917,27.832263
62,61,,5,,3,1,4,3.026881,0.017384,0.008798
62,62,,1,,3,1,1,667.304016,444.837189,12.536104
62,62,,5,,3,1,1,0.001002,0.016278,0.0007
62,63,,1,,3,1,4,135.171463,32.363167,16.514016
62,64,,1,,3,1,2,426.894592,307.485199,30.978769
